176.276853,5671.173357
166.905146,11978.891271
153.867175,25986.529842
130.223754,61404.135915
123.307406,129690.070449
153.175530,208655.078865
288.128843,221539.772921


180.773986,5530.113500
173.008286,11556.360345
157.875500,25327.189813
128.464785,62244.472577
123.104715,129901.861697
154.152199,207456.492363
284.545944,224280.511199


182.676033,5472.614675
178.344988,11210.859284
157.259235,25425.655302
130.138828,61444.297533
127.797018,125137.220287
153.436940,208309.932927
280.323881,228466.935416


166.299232,6011.158128
166.408521,12014.629765
155.599594,25696.639817
130.223932,61404.902461
123.984464,128982.140595
159.667092,200213.905639
284.553864,225823.625095


184.132909,5429.335215
177.223601,11281.486657
157.096291,25451.191317
135.204617,59143.918833
129.059216,123913.138714
158.246655,202128.747509
274.506582,233015.371035


190.860720,5238.060829
181.042697,11043.795397
155.144826,25772.508207
137.586740,58120.766286
133.846376,119482.331311
162.269964,197362.842182
305.683015,208860.638960


182.756693,5470.180144
173.089479,11551.092622
142.864623,27986.702714
136.462989,58598.495044
141.217771,113249.235984
189.257543,168972.373996
306.070535,209386.369365


184.261292,5425.406975
159.672875,12521.441151
164.764147,24268.480448
137.128723,58312.903947
160.905220,99398.958654
190.903350,167569.637556
417.426096,153298.307009


199.385278,5014.175827
188.259662,10620.396432
178.370814,22417.570043
167.489653,47747.061711
195.567655,81786.139312
280.989285,113889.394729
500.605667,127870.288430


212.342908,4708.320753
201.514538,9922.223622
207.585938,19263.479861
223.196907,35833.125686
268.774733,59515.139617
403.676547,79244.830557
779.224775,82140.757651


226.604801,4412.049549
248.456845,8047.958982
253.527365,15773.704802
294.682322,27142.016046
406.674214,39337.624229
646.760044,49465.055779
1215.445047,52647.278327


249.788168,4002.597846
273.644200,7307.227483
338.373773,11818.977660
423.996194,18864.664171
688.238688,23245.538285
1295.047867,24704.050256
2083.332821,30701.187246


317.998580,3144.146516
379.135030,5274.289692
503.234344,7947.552738
691.293761,11571.360158
1287.104573,12430.306605
2389.800589,13394.061554
3593.799372,17810.590582


