96.001114,10411.16046
102.429601,19516.44474
118.440097,33755.62207
119.688453,66805.18986
149.474144,106994.9708
221.1776,144875.6517
385.673227,166109.9385
656.724435,194551.175
,
,
96.484473,10359.42051
98.7936,20234.08252
112.125729,35655.92087
129.319317,61833.80893
150.972722,105935.766
180.390855,177193.9339
378.773102,169581.9908
677.06333,189004.5529
,
,
96.228913,10386.86901
98.984746,20194.88935
112.59419,35508.56726
117.04091,68315.17687
139.718773,114465.9706
227.588588,140511.5077
385.279683,166245.5862
677.025503,188739.5587
,
,
93.843795,10650.80611
98.28618,20338.46305
112.476113,35546.18417
135.9355,58825.33043
134.671096,118752.0405
211.643143,151085.2405
367.545029,173912.4799
676.533863,189004.9663
,
,
95.679265,10446.52719
100.242982,19941.71478
104.001818,38440.91445
125.568428,63681.6937
145.291853,110074.9262
229.490107,139402.3215
353.180789,181511.787
673.715507,189518.9971
,
,
98.786744,10118.08084
102.672221,19469.64574
115.159125,34717.52869
129.88249,61564.58488
146.693095,109024.0922
215.803251,148418.6108
394.360818,162295.7676
646.312316,197762.9362
,
,
99.989695,9996.448362
101.472283,19700.35374
111.24201,35939.99998
141.877665,56362.50968
144.121943,110969.3844
228.011365,140245.5174
393.944877,162359.1576
682.233617,187092.5109
,
,
101.622366,9835.892946
105.588685,18932.41022
120.46162,33190.10196
139.212645,57441.39813
140.171636,114093.5271
236.406222,135365.0446
400.04407,159747.9
701.383553,182231.146
,
,
102.212238,9778.847071
106.041115,18851.45301
127.502398,31358.03447
140.004458,57115.42855
153.05915,104491.6583
251.666585,127314.9099
402.382108,159211.1792
692.75906,184463.0247
,
,
112.676963,8871.059321
120.554159,16582.41829
132.558215,30162.14979
175.156141,45657.8008
158.034804,101202.6822
255.684666,125159.2439
403.719831,158356.7564
749.323961,170636.5725
,
,
136.799517,7307.493617
167.63017,11926.80227
158.776976,25182.9024
180.46072,44316.14624
179.561569,89074.78386
288.323203,110924.619
427.65963,149786.7068
804.283855,159331.8431
,
,
173.74436,5754.055974
157.926043,12658.72022
185.566321,21548.85384
188.226987,42487.33342
212.236262,75362.20644
400.98741,79767.88865
740.974898,86337.41423
1471.041203,86949.18676
